fecha,me_gusta,comentarios,visualizaciones,descripcion,link
2025-12-24T00:18:44.000Z,61,7,NA,"solo nosotros sabemos lo que se siente , es inimaginable , nada más que decir fuerza  y amor para todos #ni1diamas_ @diputadourruticoechea @joukaiser @falsas_denuncias_chile",https://www.instagram.com/ni1diamas_/p/DSoBuuFkdV_/
2025-12-23T21:14:54.000Z,58,0,NA,#ni1diamas_ 💥,https://www.instagram.com/ni1diamas_/p/DSnuUQkEU4m/
2025-12-23T21:12:13.000Z,52,3,NA,#ni1diamas_ ⚠️,https://www.instagram.com/ni1diamas_/p/DSnuAi6kQnD/
2025-12-23T21:10:24.000Z,19,3,NA,#ni1diamas_ de falsas denuncias @diputadourruticoechea @joukaiser @jose_antonio_kast,https://www.instagram.com/ni1diamas_/p/DSntzVAES_e/
2025-12-23T16:10:57.000Z,173,2,NA,"Muchos niños quisieran como regalo 🎁 volver a ver a su papá #ni1diamas_

@diputadourruticoechea @joukaiser",https://www.instagram.com/ni1diamas_/reel/DSnKkJDEfP2/
2025-12-23T16:10:10.000Z,62,0,NA,"Que su dolor en silencio que llevan nuestros hijos , se olvide por un instante y disfruten del amor , La Paz en esta Navidad 🎄 #ni1diamas_ sin nuestros hijos en navidad 🤍 @joukaiser @diputadourruticoechea",https://www.instagram.com/ni1diamas_/reel/DSnJyoDkd4c/
2025-12-23T15:48:38.000Z,306,3,NA,No tienes perdón de Dios que tengas una INFELIZ Navidad 🎄 #ni1diamas_,https://www.instagram.com/ni1diamas_/reel/DSnIiDAkUNz/
2025-12-23T14:57:10.000Z,21,0,NA,Recién empezando la@vida y ya sabe lo que se viene #ni1diamas_ 😂😂😂,https://www.instagram.com/ni1diamas_/reel/DSnDD6KEWt2/
2025-12-23T02:06:46.000Z,207,12,NA,#ni1diamas_ ⚠️,https://www.instagram.com/ni1diamas_/p/DSlq7GnkVGa/
2025-12-23T02:02:15.000Z,219,21,NA,"El dominó debe empezar a correr , juezas psicólogas abogadas (os) Fundaciones truchas , curadores , consejeros y toda la@red CORRUPTA EN JUZGADOS DE FAMILIA DE ARICA A PUNTA ARENAS. Basta con NUESTROS HIJOS NO+ ⚠️⚠️🔥🔥🔥💥💥❌💪🏻💪🏻",https://www.instagram.com/ni1diamas_/p/DSlqZ-wEa3F/
